 Ano, Código da IES*,Nome da IES*, Sigla da IES*, Organização Acadêmica*, Categoria Administrativa, Sigla da UF, Nº de Cursos com CPC no triênio, Alfa (Proporção de Graduação), Conceito Médio de Graduação, Beta (Proporção de Mestrado - Equivalente), Conceito Médio de Mestrado, Gama (Proporção de Doutorandos – Equivalente), Conceito Médio do doutorado, IGC (Contínuo), IGC (Faixa),TX_OBS
2021,1388.0,CENTRO UNIVERSITÁRIO SUMARÉ,,Centro Universitário,Privada com fins lucrativos,SP,42.0,1.0,2.486,0.0,0.0,0.0,0.0,2.486,3,
2021,1394.0,FACULDADE CASTRO ALVES,FCA,Faculdade,Privada com fins lucrativos,BA,2.0,1.0,2.14,0.0,0.0,0.0,0.0,2.14,3,
2021,1395.0,FACULDADE DE CALDAS NOVAS,UNICALDAS,Faculdade,Privada com fins lucrativos,GO,3.0,1.0,1.602,0.0,0.0,0.0,0.0,1.602,2,
2021,1396.0,Centro Universitário Dinâmica das Cataratas,UDC,Centro Universitário,Privada com fins lucrativos,PR,36.0,1.0,2.72,0.0,0.0,0.0,0.0,2.72,3,
2021,1400.0,FACULDADE DA INDÚSTRIA SÃO JOSÉ DOS PINHAIS,FAIND/SJP,Faculdade,Privada sem fins lucrativos,PR,8.0,1.0,2.822,0.0,0.0,0.0,0.0,2.822,3,
2021,1401.0,FACULDADE ADELMAR ROSADO,FAR,Faculdade,Privada com fins lucrativos,PI,2.0,1.0,2.311,0.0,0.0,0.0,0.0,2.311,3,
2021,1403.0,Faculdade Estácio de Pimenta Bueno,Estácio FAP,Faculdade,Privada com fins lucrativos,RO,4.0,1.0,2.973,0.0,0.0,0.0,0.0,2.973,4,
2021,1404.0,FACULDADE DE PIRACANJUBA,FAP,Faculdade,Privada com fins lucrativos,GO,6.0,1.0,2.146,0.0,0.0,0.0,0.0,2.146,3,
2021,1409.0,FACULDADE DO CENTRO LESTE,UCL,Faculdade,Privada com fins lucrativos,ES,13.0,1.0,2.829,0.0,0.0,0.0,0.0,2.829,3,
2021,1410.0,Faculdade Área1 Wyden,Área1 Wyden,Faculdade,Privada com fins lucrativos,BA,8.0,1.0,2.648,0.0,0.0,0.0,0.0,2.648,3,
2021,1411.0,FACULDADE DOIS DE JULHO,F2J,Faculdade,Privada sem fins lucrativos,BA,3.0,1.0,2.087,0.0,0.0,0.0,0.0,2.087,3,
2021,1412.0,FACULDADE ANHANGUERA DE JUNDIAÍ,,Faculdade,Privada com fins lucrativos,SP,13.0,1.0,2.064,0.0,0.0,0.0,0.0,2.064,3,
2021,1413.0,FACULDADE DE PRIMAVERA,CESPRI,Faculdade,Privada sem fins lucrativos,SP,3.0,1.0,1.865,0.0,0.0,0.0,0.0,1.865,2,
2021,1414.0,CENTRO UNIVERSITÁRIO SÃO LUCAS,UniSL,Centro Universitário,Privada com fins lucrativos,RO,19.0,1.0,3.388,0.0,0.0,0.0,0.0,3.388,4,
2021,1417.0,FACULDADE CNEC CAMPO LARGO,,Faculdade,Privada sem fins lucrativos,PR,4.0,1.0,2.681,0.0,0.0,0.0,0.0,2.681,3,
2021,1418.0,CENTRO UNIVERSITÁRIO TOLEDO,UNITOLEDO,Centro Universitário,Privada com fins lucrativos,SP,20.0,1.0,3.261,0.0,0.0,0.0,0.0,3.261,4,
2021,1419.0,CENTRO UNIVERSITÁRIO CURITIBA,UNICURITIBA,Centro Universitário,Privada com fins lucrativos,PR,10.0,0.946,2.982,0.045,4.5,0.008,4.5,3.064,4,
2021,1420.0,FACULDADES DE DRACENA,,Faculdade,Pública Municipal,SP,7.0,1.0,2.588,0.0,0.0,0.0,0.0,2.588,3,
2021,1422.0,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Centro Universitário,Privada sem fins lucrativos,AM,52.0,1.0,2.587,0.0,0.0,0.0,0.0,2.587,3,
2021,1423.0,Faculdade Ideal Wyden,Faci Wyden,Faculdade,Privada com fins lucrativos,PA,11.0,1.0,2.912,0.0,0.0,0.0,0.0,2.912,3,
2021,1426.0,INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA,ILES,Faculdade,Privada sem fins lucrativos,GO,10.0,1.0,2.244,0.0,0.0,0.0,0.0,2.244,3,
2021,1427.0,CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA,FSG,Centro Universitário,Privada com fins lucrativos,RS,36.0,1.0,3.043,0.0,0.0,0.0,0.0,3.043,4,
2021,1428.0,INSTITUTO DE ENSINO SUPERIOR PLANALTO,IESPLAN,Faculdade,Privada com fins lucrativos,DF,2.0,1.0,2.028,0.0,0.0,0.0,0.0,2.028,3,
2021,1429.0,FACULDADE BATISTA DO RIO DE JANEIRO,FABAT,Faculdade,Privada sem fins lucrativos,RJ,1.0,1.0,2.606,0.0,0.0,0.0,0.0,2.606,3,
2021,1430.0,CENTRO UNIVERSITÁRIO INGÁ,UNINGÁ,Centro Universitário,Privada com fins lucrativos,PR,24.0,0.989,2.756,0.01,4.0,0.0,0.0,2.769,3,
2021,1432.0,FACULDADE BERTIOGA,FABE,Faculdade,Privada sem fins lucrativos,SP,3.0,1.0,1.26,0.0,0.0,0.0,0.0,1.26,2,
2021,1433.0,FACULDADE ORÍGENES LESSA,FACOL,Faculdade,Privada com fins lucrativos,SP,3.0,1.0,1.653,0.0,0.0,0.0,0.0,1.653,2,
2021,1434.0,Centro Universitário de Itapira Uniesi,UNIESI,Centro Universitário,Privada com fins lucrativos,SP,11.0,1.0,2.423,0.0,0.0,0.0,0.0,2.423,3,
2021,1436.0,ESCOLA SUPERIOR BATISTA DO AMAZONAS,ESBAM,Faculdade,Privada com fins lucrativos,AM,12.0,1.0,2.355,0.0,0.0,0.0,0.0,2.355,3,
2021,1438.0,FACULDADE DE CAMPINAS,FACAMP,Faculdade,Privada com fins lucrativos,SP,9.0,1.0,2.684,0.0,0.0,0.0,0.0,2.684,3,
2021,1440.0,INSTITUTO APHONSIANO DE ENSINO SUPERIOR,IAESUP,Faculdade,Privada com fins lucrativos,GO,4.0,1.0,3.111,0.0,0.0,0.0,0.0,3.111,4,
2021,1441.0,FACULDADE DE TECNOLOGIA DO PIAUÍ,FATEPI,Faculdade,Privada com fins lucrativos,PI,2.0,1.0,2.193,0.0,0.0,0.0,0.0,2.193,3,
2021,1443.0,FACULDADE NOSSA SENHORA DE FÁTIMA,,Faculdade,Privada com fins lucrativos,ES,2.0,1.0,1.14,0.0,0.0,0.0,0.0,1.14,2,
2021,1444.0,FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA,FIEL,Faculdade,Privada sem fins lucrativos,SP,12.0,1.0,2.532,0.0,0.0,0.0,0.0,2.532,3,
2021,1445.0,CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA,CEUN-IMT,Centro Universitário,Privada sem fins lucrativos,SP,11.0,1.0,3.043,0.0,0.0,0.0,0.0,3.043,4,
2021,1446.0,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,Centro Universitário,Privada com fins lucrativos,DF,26.0,1.0,2.256,0.0,0.0,0.0,0.0,2.256,3,
2021,1449.0,FACULDADE DE IBAITI,FEATI,Faculdade,Privada sem fins lucrativos,PR,4.0,1.0,2.875,0.0,0.0,0.0,0.0,2.875,3,
2021,1450.0,CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO,UNICERP,Centro Universitário,Privada sem fins lucrativos,MG,17.0,1.0,2.716,0.0,0.0,0.0,0.0,2.716,3,
2021,1452.0,FACULDADE PITÁGORAS DO MARANHÃO,,Faculdade,Privada com fins lucrativos,MA,11.0,1.0,2.2,0.0,0.0,0.0,0.0,2.2,3,
2021,1454.0,FACULDADE SALESIANA DO NORDESTE,FASNE,Faculdade,Privada sem fins lucrativos,PE,3.0,1.0,1.908,0.0,0.0,0.0,0.0,1.908,2,
2021,1455.0,FACULDADE SANTÍSSIMO SACRAMENTO,FSSS,Faculdade,Privada sem fins lucrativos,BA,6.0,1.0,2.342,0.0,0.0,0.0,0.0,2.342,3,
2021,1456.0,FACULDADE ANHANGUERA DE SERTÃOZINHO,FASERT,Faculdade,Privada com fins lucrativos,SP,3.0,1.0,3.197,0.0,0.0,0.0,0.0,3.197,4,
2021,1457.0,Faculdade Estácio de Cotia,Estacio Cotia,Faculdade,Privada com fins lucrativos,SP,12.0,1.0,1.956,0.0,0.0,0.0,0.0,1.956,3,
2021,1459.0,CENTRO UNIVERSITÁRIO MÁRIO PALMÉRIO,UNIFUCAMP,Centro Universitário,Privada sem fins lucrativos,MG,7.0,1.0,2.498,0.0,0.0,0.0,0.0,2.498,3,
2021,1461.0,CENTRO UNIVERSIÁRIO UNIFTC SALVADOR,,Centro Universitário,Privada com fins lucrativos,BA,19.0,1.0,3.065,0.0,0.0,0.0,0.0,3.065,4,
2021,1462.0,INSTITUTO PARAIBANO DE ENSINO RENOVADO,INPER,Faculdade,Privada com fins lucrativos,PB,7.0,1.0,1.881,0.0,0.0,0.0,0.0,1.881,2,
2021,1463.0,FACULDADE DE BARUERI,FCGB,Faculdade,Privada sem fins lucrativos,SP,2.0,1.0,2.007,0.0,0.0,0.0,0.0,2.007,3,
2021,1465.0,FACULDADE DE RIBEIRÃO PRETO,AFARP,Faculdade,Privada com fins lucrativos,SP,5.0,1.0,2.021,0.0,0.0,0.0,0.0,2.021,3,
2021,1468.0,FACULDADE ESAMC UBERLÂNDIA,ESAMC,Faculdade,Privada com fins lucrativos,MG,8.0,1.0,2.302,0.0,0.0,0.0,0.0,2.302,3,
2021,1469.0,FACULDADE CESUSC,,Faculdade,Privada com fins lucrativos,SC,6.0,1.0,2.972,0.0,0.0,0.0,0.0,2.972,4,
2021,1472.0,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,UNIASSELVI,Centro Universitário,Privada com fins lucrativos,SC,43.0,1.0,2.706,0.0,0.0,0.0,0.0,2.706,3,
2021,1476.0,"FACULDADE DE COMUNICAÇÃO E DESIGN ""OSWALDO CRUZ""",,Faculdade,Privada com fins lucrativos,SP,2.0,1.0,2.219,0.0,0.0,0.0,0.0,2.219,3,
2021,1477.0,Faculdade JK Michelangelo,FAJKMIC,Faculdade,Privada com fins lucrativos,DF,8.0,1.0,1.918,0.0,0.0,0.0,0.0,1.918,2,
2021,1478.0,FACULDADE ANHANGUERA DE SÃO BERNARDO,,Faculdade,Privada com fins lucrativos,SP,11.0,1.0,1.971,0.0,0.0,0.0,0.0,1.971,3,
2021,1484.0,FACULDADE IBMEC,IBMEC,Faculdade,Privada com fins lucrativos,MG,8.0,1.0,3.374,0.0,0.0,0.0,0.0,3.374,4,
2021,1486.0,FACULDADE ESTÁCIO DE SÁ DE VITÓRIA,FESV,Faculdade,Privada com fins lucrativos,ES,9.0,1.0,2.667,0.0,0.0,0.0,0.0,2.667,3,
2021,1487.0,CENTRO UNIVERSITÁRIO UNIDOM - BOSCO,UNIDOM - BOSCO,Centro Universitário,Privada com fins lucrativos,PR,17.0,1.0,2.603,0.0,0.0,0.0,0.0,2.603,3,
2021,1488.0,FACULDADE LUSÓFONA DO RIO DE JANEIRO,FL-RJ,Faculdade,Privada com fins lucrativos,RJ,4.0,1.0,2.206,0.0,0.0,0.0,0.0,2.206,3,
2021,1490.0,CENTRO UNIVERSITÁRIO DE JAGUARIÚNA,UniFAJ,Centro Universitário,Privada com fins lucrativos,SP,24.0,1.0,2.767,0.0,0.0,0.0,0.0,2.767,3,
2021,1491.0,CENTRO UNIVERSITÁRIO INTERNACIONAL,UNINTER,Centro Universitário,Privada com fins lucrativos,PR,51.0,0.998,2.829,0.001,4.3,0.0,4.5,2.831,3,
2021,1492.0,FACULDADE PITÁGORAS DE UBERLÂNDIA,PIT UBERLÂNDIA,Faculdade,Privada com fins lucrativos,MG,16.0,1.0,2.36,0.0,0.0,0.0,0.0,2.36,3,
2021,1493.0,CENTRO UNIVERSITÁRIO ALVES FARIA,UNIALFA,Centro Universitário,Privada com fins lucrativos,GO,20.0,0.959,2.18,0.04,4.0,0.0,0.0,2.254,3,
2021,1494.0,Centro Universitário Salesiano,UniSales,Centro Universitário,Privada sem fins lucrativos,ES,18.0,1.0,2.749,0.0,0.0,0.0,0.0,2.749,3,
2021,1496.0,FACULDADE ESTÁCIO DE SÁ DE VILA VELHA,FESVV,Faculdade,Privada com fins lucrativos,ES,4.0,1.0,2.771,0.0,0.0,0.0,0.0,2.771,3,
2021,1497.0,FACULDADE DE ADMINISTRAÇÃO DE SANTA CRUZ DO RIO PARDO,FASC,Faculdade,Privada sem fins lucrativos,SP,2.0,1.0,1.914,0.0,0.0,0.0,0.0,1.914,2,
2021,1498.0,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,IESFAVI,Faculdade,Privada com fins lucrativos,ES,10.0,1.0,2.387,0.0,0.0,0.0,0.0,2.387,3,
2021,1499.0,FACULDADE ANHANGUERA DE TABOÃO DA SERRA,FATS,Faculdade,Privada com fins lucrativos,SP,8.0,1.0,2.71,0.0,0.0,0.0,0.0,2.71,3,
2021,1500.0,FACULDADE DE ENSINO SUPERIOR DE SÃO MIGUEL DO IGUAÇU,FAESI,Faculdade,Privada com fins lucrativos,PR,7.0,1.0,2.408,0.0,0.0,0.0,0.0,2.408,3,
2021,1502.0,FACULDADE ANHANGUERA PITÁGORAS DE JUNDIAÍ,,Faculdade,Privada com fins lucrativos,SP,6.0,1.0,1.889,0.0,0.0,0.0,0.0,1.889,2,
2021,1504.0,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE MACEIÓ,UNINASSAUMACEI?,Centro Universitário,Privada sem fins lucrativos,AL,17.0,1.0,2.511,0.0,0.0,0.0,0.0,2.511,3,
2021,1506.0,Faculdade CNEC Itajaí,,Faculdade,Privada sem fins lucrativos,SC,5.0,1.0,2.775,0.0,0.0,0.0,0.0,2.775,3,
2021,1507.0,FACULDADE PROJEÇÃO DE CEILÂNDIA,FAPRO,Faculdade,Privada sem fins lucrativos,DF,9.0,1.0,3.195,0.0,0.0,0.0,0.0,3.195,4,
2021,1508.0,Centro Universitário Metropolitano de Maringá,UNIFAMMA,Centro Universitário,Privada com fins lucrativos,PR,12.0,1.0,2.335,0.0,0.0,0.0,0.0,2.335,3,
2021,1509.0,Centro Universitário Estácio de Belo Horizonte - Estácio BH,ESTÁCIO BH,Centro Universitário,Privada com fins lucrativos,MG,27.0,1.0,2.557,0.0,0.0,0.0,0.0,2.557,3,
2021,1510.0,CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA,,Centro Universitário,Privada com fins lucrativos,SC,36.0,1.0,2.682,0.0,0.0,0.0,0.0,2.682,3,
2021,1513.0,FACULDADE PITÁGORAS INSTITUTO CAMILLO FILHO,PITÁGORAS ICF,Faculdade,Privada com fins lucrativos,PI,5.0,1.0,2.235,0.0,0.0,0.0,0.0,2.235,3,
2021,1514.0,FACULDADE VALE DO CRICARÉ,F.V.C.,Faculdade,Privada com fins lucrativos,ES,10.0,0.839,2.339,0.16,4.0,0.0,0.0,2.605,3,
2021,1515.0,FACULDADE DE EDUCAÇÃO DE PORTO VELHO,UNIRON,Faculdade,Privada com fins lucrativos,RO,3.0,1.0,2.666,0.0,0.0,0.0,0.0,2.666,3,
2021,1518.0,FACULDADE ANHANGUERA DE TAGUATINGA,,Faculdade,Privada com fins lucrativos,DF,3.0,1.0,2.366,0.0,0.0,0.0,0.0,2.366,3,
2021,1519.0,CENTRO UNIVERSITÁRIO DE PATO BRANCO,UNIDEP,Centro Universitário,Privada com fins lucrativos,PR,16.0,1.0,2.74,0.0,0.0,0.0,0.0,2.74,3,
2021,1520.0,FACULDADE FIA DE ADMINISTRAÇÃO E NEGÓCIOS,FFIA,Faculdade,Privada sem fins lucrativos,SP,1.0,0.599,3.568,0.4,4.0,0.0,0.0,3.741,4,
2021,1521.0,FACULDADE ESTÁCIO DE BELÉM - ESTÁCIO BELÉM,ESTÁCIO BELÉM,Faculdade,Privada com fins lucrativos,PA,10.0,1.0,2.487,0.0,0.0,0.0,0.0,2.487,3,
2021,1523.0,Centro de Ensino Superior CESUL,CESUL,Faculdade,Privada com fins lucrativos,PR,1.0,1.0,3.174,0.0,0.0,0.0,0.0,3.174,4,
2021,1524.0,FACULDADE OLGA METTIG,FAMETTIG,Faculdade,Privada com fins lucrativos,BA,1.0,1.0,1.966,0.0,0.0,0.0,0.0,1.966,3,
2021,1530.0,Faculdade CNEC Joinville,,Faculdade,Privada sem fins lucrativos,SC,5.0,1.0,2.754,0.0,0.0,0.0,0.0,2.754,3,
2021,1532.0,FACULDADE DE SERTÃOZINHO,,Faculdade,Privada sem fins lucrativos,SP,1.0,1.0,2.217,0.0,0.0,0.0,0.0,2.217,3,
2021,1535.0,Faculdade de Pinhais,FAPI,Faculdade,Privada sem fins lucrativos,PR,7.0,1.0,2.149,0.0,0.0,0.0,0.0,2.149,3,
2021,1536.0,FACULDADE DE TELÊMACO BORBA,FATEB,Faculdade,Privada com fins lucrativos,PR,10.0,1.0,1.989,0.0,0.0,0.0,0.0,1.989,3,
2021,1538.0,CENTRO UNIVERSITARIO PROJEÇÃO,UNIPROJEÇÃO,Centro Universitário,Privada sem fins lucrativos,DF,19.0,1.0,3.071,0.0,0.0,0.0,0.0,3.071,4,
2021,1540.0,INSTITUTO DE ENSINO SUPERIOR DE RONDÔNIA,IESUR,Faculdade,Privada sem fins lucrativos,RO,5.0,1.0,2.771,0.0,0.0,0.0,0.0,2.771,3,
2021,1541.0,FACULDADE FLAMINGO,,Faculdade,Privada com fins lucrativos,SP,15.0,1.0,1.91,0.0,0.0,0.0,0.0,1.91,2,
2021,1542.0,CENTRO UNIVERSITÁRIO GERALDO DI BIASE,UGB,Centro Universitário,Privada sem fins lucrativos,RJ,18.0,1.0,2.627,0.0,0.0,0.0,0.0,2.627,3,
2021,1545.0,FACULDADE DE BOITUVA,FIB,Faculdade,Privada sem fins lucrativos,SP,3.0,1.0,2.572,0.0,0.0,0.0,0.0,2.572,3,
2021,1546.0,FACULDADE DE EDUCAÇÃO SÃO FRANCISCO,FAESF,Faculdade,Privada sem fins lucrativos,MA,5.0,1.0,2.376,0.0,0.0,0.0,0.0,2.376,3,
2021,1547.0,FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE,ESTÁCIO FMJ,Faculdade,Privada com fins lucrativos,CE,4.0,1.0,2.601,0.0,0.0,0.0,0.0,2.601,3,
2021,1552.0,FACULDADE UNINASSAU PARNAÍBA,,Faculdade,Privada com fins lucrativos,PI,13.0,1.0,2.858,0.0,0.0,0.0,0.0,2.858,3,
2021,1554.0,CENTRO UNIVERSITÁRIO DO VALE DO RIBEIRA,UNIVR,Centro Universitário,Privada com fins lucrativos,SP,21.0,1.0,2.668,0.0,0.0,0.0,0.0,2.668,3,
2021,1556.0,CENTRO UNIVERSITÁRIO SETE DE SETEMBRO,UNI7,Centro Universitário,Privada com fins lucrativos,CE,12.0,0.98,3.011,0.019,4.0,0.0,0.0,3.03,4,
2021,1557.0,UNIVERSIDADE FUMEC,FUMEC,Universidade,Privada sem fins lucrativos,MG,29.0,0.918,2.8,0.066,4.468,0.014,4.5,2.936,3,
2021,1558.0,Faculdade Doctum de João Monlevade,DOCTUM,Faculdade,Privada sem fins lucrativos,MG,6.0,1.0,2.923,0.0,0.0,0.0,0.0,2.923,3,
2021,1559.0,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,UNESC,Centro Universitário,Privada sem fins lucrativos,ES,20.0,1.0,3.403,0.0,0.0,0.0,0.0,3.403,4,
2021,1561.0,FACULDADE ESAMC SOROCABA,ESAMC,Faculdade,Privada com fins lucrativos,SP,20.0,1.0,2.37,0.0,0.0,0.0,0.0,2.37,3,
2021,1562.0,FACULDADE DE ILHA SOLTEIRA,FAISA,Faculdade,Privada sem fins lucrativos,SP,2.0,1.0,2.41,0.0,0.0,0.0,0.0,2.41,3,
2021,1563.0,CENTRO UNIVERSITÁRIO UNINOVAFAPI,UNINOVAFAPI,Centro Universitário,Privada com fins lucrativos,PI,17.0,0.994,3.067,0.005,4.0,0.0,0.0,3.072,4,
2021,1564.0,FACULDADE SUL FLUMINENSE,FASF,Faculdade,Privada com fins lucrativos,RJ,4.0,1.0,2.558,0.0,0.0,0.0,0.0,2.558,3,
2021,1565.0,FACULDADE UNIME DE CIÊNCIAS JURÍDICAS,FCJ,Faculdade,Privada com fins lucrativos,BA,1.0,1.0,2.394,0.0,0.0,0.0,0.0,2.394,3,
2021,1568.0,FACULDADES DOCTUM DE CARATINGA,DOCTUM,Faculdade,Privada sem fins lucrativos,MG,8.0,1.0,2.955,0.0,0.0,0.0,0.0,2.955,4,
2021,1569.0,FACULDADES INTEGRADAS DE ARARAQUARA,FIAR,Faculdade,Privada sem fins lucrativos,SP,6.0,1.0,2.897,0.0,0.0,0.0,0.0,2.897,3,
2021,1571.0,FACULDADE UNIME DE CIÊNCIAS SOCIAIS,FCS,Faculdade,Privada com fins lucrativos,BA,6.0,1.0,2.463,0.0,0.0,0.0,0.0,2.463,3,
2021,1572.0,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS,FACISA,Faculdade,Privada com fins lucrativos,BA,4.0,1.0,3.656,0.0,0.0,0.0,0.0,3.656,4,
2021,1573.0,CENTRO UNIVERSITÁRIO ALFREDO NASSER,UNIFAN,Centro Universitário,Privada sem fins lucrativos,GO,10.0,1.0,2.811,0.0,0.0,0.0,0.0,2.811,3,
2021,1574.0,FACULDADE EDUCACIONAL DE MEDIANEIRA,UDC Medianeira,Faculdade,Privada com fins lucrativos,PR,4.0,1.0,2.947,0.0,0.0,0.0,0.0,2.947,4,
2021,1575.0,CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ,UNIARAXÁ,Centro Universitário,Privada sem fins lucrativos,MG,22.0,1.0,2.961,0.0,0.0,0.0,0.0,2.961,4,
2021,1576.0,INSTITUTO DE ENSINO SUPERIOR BLAURO CARDOSO DE MATTOS,FASERRA,Faculdade,Privada sem fins lucrativos,ES,1.0,1.0,1.597,0.0,0.0,0.0,0.0,1.597,2,
2021,1577.0,FACULDADE INTERMUNICIPAL DO NOROESTE DO PARANÁ,FACINOR,Faculdade,Privada sem fins lucrativos,PR,3.0,1.0,2.079,0.0,0.0,0.0,0.0,2.079,3,
2021,1578.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSul,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,RS,16.0,0.861,2.973,0.138,4.187,0.0,0.0,3.142,4,
2021,1580.0,FACULDADE DE CIÊNCIAS E EDUCAÇÃO SENA AIRES,FACESA,Faculdade,Privada com fins lucrativos,GO,3.0,1.0,3.047,0.0,0.0,0.0,0.0,3.047,4,
2021,1581.0,FACULDADE DE SANTA LUZIA,FACSAL,Faculdade,Privada sem fins lucrativos,MG,1.0,1.0,1.041,0.0,0.0,0.0,0.0,1.041,2,
2021,1583.0,FACULDADE DE TECNOLOGIA DE INDAIATUBA,FATEC-ID,Faculdade,Pública Estadual,SP,4.0,1.0,2.43,0.0,0.0,0.0,0.0,2.43,3,
2021,1584.0,FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ,FATEC GT,Faculdade,Pública Estadual,SP,6.0,1.0,2.583,0.0,0.0,0.0,0.0,2.583,3,
2021,1585.0,FACULDADE ENERGIA,,Faculdade,Privada com fins lucrativos,SC,3.0,1.0,2.426,0.0,0.0,0.0,0.0,2.426,3,
2021,1586.0,UNIVERSIDADE DO VALE DO SAPUCAÍ,UNIVÁS,Universidade,Privada sem fins lucrativos,MG,16.0,0.909,2.474,0.067,4.5,0.022,4.5,2.656,3,
2021,1587.0,FACULDADES INTEGRADAS DE TANGARÁ DA SERRA,FITS,Faculdade,Privada com fins lucrativos,MT,9.0,1.0,2.11,0.0,0.0,0.0,0.0,2.11,3,
2021,1590.0,CENTRO UNIVERSITÁRIO ESTÁCIO DE SÃO LUÍS,,Centro Universitário,Privada com fins lucrativos,MA,11.0,1.0,2.46,0.0,0.0,0.0,0.0,2.46,3,
2021,1591.0,FACULDADE ESTÁCIO MACAPÁ - ESTÁCIO MACAPÁ,ESTÁCIO MACAPÁ,Faculdade,Privada sem fins lucrativos,AP,9.0,1.0,2.391,0.0,0.0,0.0,0.0,2.391,3,
2021,1592.0,FACULDADE DE ODONTOLOGIA DE MANAUS,FOM,Faculdade,Privada sem fins lucrativos,AM,1.0,1.0,0.935,0.0,0.0,0.0,0.0,0.935,1,
2021,1596.0,FACULDADE DE CIÊNCIAS E EDUCAÇÃO DO ESPÍRITO SANTO,UNIVES,Faculdade,Privada com fins lucrativos,ES,1.0,1.0,1.529,0.0,0.0,0.0,0.0,1.529,2,
2021,1598.0,CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA,,Centro Universitário,Privada com fins lucrativos,MG,14.0,1.0,3.169,0.0,0.0,0.0,0.0,3.169,4,
2021,1599.0,CENTRO UNIVERSITÁRIO PRESIDENTE TANCREDO DE ALMEIDA NEVES,UNIPTAN,Centro Universitário,Privada com fins lucrativos,MG,7.0,1.0,2.93,0.0,0.0,0.0,0.0,2.93,3,
2021,1600.0,INSTITUTO DE CIÊNCIAS DA SAÚDE,ICS,Faculdade,Privada sem fins lucrativos,MG,10.0,1.0,2.787,0.0,0.0,0.0,0.0,2.787,3,
2021,1601.0,FACULDADE CIDADE DE COROMANDEL,FCC,Faculdade,Privada sem fins lucrativos,MG,6.0,1.0,1.752,0.0,0.0,0.0,0.0,1.752,2,
2021,1606.0,FACULDADES INTEGRADAS DE CASSILÂNDIA,FIC,Faculdade,Privada com fins lucrativos,MS,6.0,1.0,2.06,0.0,0.0,0.0,0.0,2.06,3,
2021,1607.0,FACULDADE LUTERANA SÃO MARCOS,FALSM,Faculdade,Privada sem fins lucrativos,RS,1.0,1.0,1.989,0.0,0.0,0.0,0.0,1.989,3,
2021,1609.0,FACULDADE DOS CERRADOS PIAUIENSES,FCP,Faculdade,Privada com fins lucrativos,PI,1.0,1.0,0.882,0.0,0.0,0.0,0.0,0.882,1,
2021,1610.0,FACULDADE DAS ATIVIDADES EMPRESARIAIS DE TERESINA,FAETE,Faculdade,Privada sem fins lucrativos,PI,1.0,1.0,1.496,0.0,0.0,0.0,0.0,1.496,2,
2021,1611.0,FACULDADE EDUCACIONAL DE ARAPOTI,FATI,Faculdade,Privada com fins lucrativos,PR,3.0,1.0,2.368,0.0,0.0,0.0,0.0,2.368,3,
2021,1612.0,Faculdade Assis Gurgacz,FAG TOLEDO,Faculdade,Privada sem fins lucrativos,PR,10.0,1.0,2.946,0.0,0.0,0.0,0.0,2.946,4,
2021,1613.0,FACULDADE ADVENTISTA PARANAENSE,IAP,Faculdade,Privada sem fins lucrativos,PR,4.0,1.0,2.794,0.0,0.0,0.0,0.0,2.794,3,
2021,1614.0,FACULDADE ASTORGA,FAAST,Faculdade,Privada sem fins lucrativos,PR,1.0,1.0,1.656,0.0,0.0,0.0,0.0,1.656,2,
2021,1615.0,INSTITUTO SUPERIOR DO LITORAL DO PARANÁ,ISULPAR,Faculdade,Privada sem fins lucrativos,PR,7.0,1.0,2.071,0.0,0.0,0.0,0.0,2.071,3,
2021,1618.0,CENTRO UNIVERSITÁRIO SOCIESC DE BLUMENAU,,Centro Universitário,Privada com fins lucrativos,SC,8.0,1.0,3.922,0.0,0.0,0.0,0.0,3.922,4,
2021,1619.0,FACULDADE DE OLÍMPIA,,Faculdade,Privada com fins lucrativos,SP,1.0,1.0,1.551,0.0,0.0,0.0,0.0,1.551,2,
