 Ano, Código da IES*,Nome da IES*, Sigla da IES*, Organização Acadêmica*, Categoria Administrativa, Sigla da UF, Nº de Cursos com CPC no triênio, Alfa (Proporção de Graduação), Conceito Médio de Graduação, Beta (Proporção de Mestrado - Equivalente), Conceito Médio de Mestrado, Gama (Proporção de Doutorandos – Equivalente), Conceito Médio do doutorado, IGC (Contínuo), IGC (Faixa),TX_OBS
2021,4356.0,FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES,FACIP,Faculdade,Especial,PE,1.0,1.0,1.363,0.0,0.0,0.0,0.0,1.363,2,
2021,4358.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,MG,31.0,0.982,3.155,0.017,4.0,0.0,0.0,3.17,4,
2021,4362.0,FACULDADE PITÁGORAS DE BETIM,PITÁGORAS-BETIM,Faculdade,Privada com fins lucrativos,MG,18.0,1.0,2.449,0.0,0.0,0.0,0.0,2.449,3,
2021,4367.0,FACULDADE TERRA NORDESTE,FATENE,Faculdade,Privada com fins lucrativos,CE,8.0,1.0,2.562,0.0,0.0,0.0,0.0,2.562,3,
2021,4396.0,CENTRO UNIVERSITÁRIO DE MINEIROS,UNIFIMES,Centro Universitário,Pública Municipal,GO,12.0,1.0,2.468,0.0,0.0,0.0,0.0,2.468,3,
2021,4399.0,FACULDADE DE BALSAS,UNIBALSAS,Faculdade,Privada com fins lucrativos,MA,7.0,1.0,4.076,0.0,0.0,0.0,0.0,4.076,5,
2021,4411.0,FACULDADE ESTÁCIO UNIJIPA DE JI-PARANÁ,,Faculdade,Privada com fins lucrativos,RO,7.0,1.0,2.448,0.0,0.0,0.0,0.0,2.448,3,
2021,4416.0,FACULDADE JK - UNIDADE I - GAMA,,Faculdade,Privada com fins lucrativos,DF,3.0,1.0,1.706,0.0,0.0,0.0,0.0,1.706,2,
2021,4420.0,Centro Universitário Aeso -  Barros Melo,Uniaeso,Centro Universitário,Privada com fins lucrativos,PE,7.0,1.0,2.575,0.0,0.0,0.0,0.0,2.575,3,
2021,4421.0,FACULDADE DE TECNOLOGIA SENAI BELO HORIZONTE,FATEC SENAI BH,Faculdade,Privada sem fins lucrativos,MG,1.0,1.0,1.102,0.0,0.0,0.0,0.0,1.102,2,
2021,4428.0,FACULDADE PROFESSOR MIGUEL ÂNGELO DA SILVA SANTOS,FEMASS,Faculdade,Pública Municipal,RJ,4.0,1.0,2.974,0.0,0.0,0.0,0.0,2.974,4,
2021,4429.0,CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL,,Centro Universitário,Privada sem fins lucrativos,MS,9.0,1.0,3.108,0.0,0.0,0.0,0.0,3.108,4,
2021,4431.0,FACULDADE DE ENFERMAGEM NOVA ESPERANÇA DE MOSSORÓ - FACENE/RN,FACENE/RN,Faculdade,Privada com fins lucrativos,RN,4.0,1.0,2.256,0.0,0.0,0.0,0.0,2.256,3,
2021,4450.0,CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA,UNIFAMAZ,Centro Universitário,Privada sem fins lucrativos,PA,13.0,1.0,3.339,0.0,0.0,0.0,0.0,3.339,4,
2021,4452.0,CENTRO UNIVERSITÁRIO PITÁGORAS DE MARABÁ,,Centro Universitário,Privada com fins lucrativos,PA,4.0,1.0,2.605,0.0,0.0,0.0,0.0,2.605,3,
2021,4460.0,FACULDADE DOM PEDRO II DE TECNOLOGIA,FDP II Tec,Faculdade,Privada com fins lucrativos,BA,7.0,1.0,2.453,0.0,0.0,0.0,0.0,2.453,3,
2021,4492.0,FACULDADE PASCHOAL DANTAS,FPD,Faculdade,Privada sem fins lucrativos,SP,3.0,1.0,1.74,0.0,0.0,0.0,0.0,1.74,2,
2021,4495.0,FACULDADE ANHANGUERA JARAGUÁ DO SUL,,Faculdade,Privada com fins lucrativos,SC,3.0,1.0,2.302,0.0,0.0,0.0,0.0,2.302,3,
2021,4496.0,FACULDADE DE TECNOLOGIA DO VALE DO IVAÍ,FATEC-IVAI,Faculdade,Privada com fins lucrativos,PR,3.0,1.0,2.378,0.0,0.0,0.0,0.0,2.378,3,
2021,4502.0,FACULDADES INTEGRADAS CAMPO-GRANDENSES,FIC,Faculdade,Privada sem fins lucrativos,RJ,7.0,1.0,1.945,0.0,0.0,0.0,0.0,1.945,3,
2021,4503.0,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,Universidade,Pública Federal,BA,27.0,0.848,2.866,0.122,4.174,0.028,4.5,3.073,4,
2021,4504.0,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Universidade,Pública Federal,MS,34.0,0.687,3.012,0.179,4.422,0.132,4.69,3.488,4,
2021,4518.0,FACULDADE REGIONAL PALMITOS,FAP,Faculdade,Privada com fins lucrativos,SC,2.0,1.0,2.07,0.0,0.0,0.0,0.0,2.07,3,
2021,4522.0,CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM,UNISALESIANO,Centro Universitário,Privada sem fins lucrativos,SP,30.0,1.0,3.329,0.0,0.0,0.0,0.0,3.329,4,
2021,4530.0,CENTRO UNIVERSITÁRIO TIRADENTES,UNIT,Centro Universitário,Privada com fins lucrativos,AL,20.0,0.984,2.74,0.008,4.5,0.007,4.5,2.767,3,
2021,4531.0,FACULDADE ADVENTISTA DA BAHIA,FADBA,Faculdade,Privada sem fins lucrativos,BA,8.0,1.0,2.558,0.0,0.0,0.0,0.0,2.558,3,
2021,4532.0,FACULDADE DE TECNOLOGIA SENAI CAMPO GRANDE,,Faculdade,Privada sem fins lucrativos,MS,1.0,1.0,2.223,0.0,0.0,0.0,0.0,2.223,3,
2021,4533.0,FACULDADE SÃO FRANCISCO DA PARAÍBA,FASP,Faculdade,Privada com fins lucrativos,PB,6.0,1.0,2.129,0.0,0.0,0.0,0.0,2.129,3,
2021,4534.0,FACULDADE HERRERO,FATEC,Faculdade,Privada com fins lucrativos,PR,2.0,1.0,2.268,0.0,0.0,0.0,0.0,2.268,3,
2021,4566.0,ESTÁCIO FATERN - FACULDADE ESTÁCIO DO RIO GRANDE DO NORTE,ESTÁCIO FATERN,Faculdade,Privada com fins lucrativos,RN,7.0,1.0,2.481,0.0,0.0,0.0,0.0,2.481,3,
2021,4567.0,FACULDADE CENTRO MATO-GROSSENSE,,Faculdade,Privada sem fins lucrativos,MT,4.0,1.0,2.212,0.0,0.0,0.0,0.0,2.212,3,
2021,4584.0,FACULDADE DE TECNOLOGIA MACHADO DE ASSIS,,Faculdade,Privada com fins lucrativos,PR,4.0,1.0,2.799,0.0,0.0,0.0,0.0,2.799,3,
2021,4586.0,FACULDADE UNIBRAS DO NORTE GOIANO,FACBRAS,Faculdade,Privada com fins lucrativos,GO,4.0,1.0,2.821,0.0,0.0,0.0,0.0,2.821,3,
2021,4588.0,FACULDADE APOGEU,APOGEU,Faculdade,Privada com fins lucrativos,DF,1.0,1.0,2.179,0.0,0.0,0.0,0.0,2.179,3,
2021,4594.0,FACULDADE CATÓLICA DE RONDONIA,FCR,Faculdade,Privada sem fins lucrativos,RO,1.0,1.0,2.383,0.0,0.0,0.0,0.0,2.383,3,
2021,4596.0,FACULDADE REGES DE RIBEIRÃO PRETO,,Faculdade,Privada sem fins lucrativos,SP,3.0,1.0,2.431,0.0,0.0,0.0,0.0,2.431,3,
2021,4597.0,FACULDADE FUTURA,,Faculdade,Privada sem fins lucrativos,SP,6.0,1.0,2.096,0.0,0.0,0.0,0.0,2.096,3,
2021,4610.0,FACULDADE DE TECNOLOGIA ASSESSORITEC,,Faculdade,Privada sem fins lucrativos,SC,1.0,1.0,2.983,0.0,0.0,0.0,0.0,2.983,4,
2021,4613.0,FACULDADE DE EDUCAÇÃO E MEIO AMBIENTE,FAEMA,Faculdade,Privada com fins lucrativos,RO,6.0,1.0,2.563,0.0,0.0,0.0,0.0,2.563,3,
2021,4616.0,FACULDADE ANHANGUERA DE CAXIAS DO SUL,,Faculdade,Privada com fins lucrativos,RS,5.0,1.0,3.049,0.0,0.0,0.0,0.0,3.049,4,
2021,4632.0,FACULDADE IDEAU DE CAXIAS DO SUL,IDEAU,Faculdade,Privada com fins lucrativos,RS,4.0,1.0,2.675,0.0,0.0,0.0,0.0,2.675,3,
2021,4633.0,Faculdade IDEAU de Passo Fundo,IDEAU,Faculdade,Privada com fins lucrativos,RS,4.0,1.0,2.644,0.0,0.0,0.0,0.0,2.644,3,
2021,4652.0,FACULDADE ANHANGÜERA DE SÃO JOSÉ,,Faculdade,Privada com fins lucrativos,SP,15.0,1.0,2.514,0.0,0.0,0.0,0.0,2.514,3,
2021,4655.0,FACULDADE ANHANGÜERA DE SOROCABA,FSO,Faculdade,Privada com fins lucrativos,SP,14.0,1.0,2.274,0.0,0.0,0.0,0.0,2.274,3,
2021,4656.0,FACULDADE ANHANGÜERA DE PIRACICABA,,Faculdade,Privada com fins lucrativos,SP,14.0,1.0,2.477,0.0,0.0,0.0,0.0,2.477,3,
2021,4661.0,FACULDADE UNIBF,,Faculdade,Privada com fins lucrativos,PR,4.0,1.0,2.431,0.0,0.0,0.0,0.0,2.431,3,
2021,4669.0,FACULDADE DELTA,FACULDADE DELTA,Faculdade,Privada com fins lucrativos,GO,3.0,1.0,2.766,0.0,0.0,0.0,0.0,2.766,3,
2021,4674.0,FACULDADE PORTO DAS ÁGUAS,FAPAG,Faculdade,Privada com fins lucrativos,SC,2.0,1.0,2.037,0.0,0.0,0.0,0.0,2.037,3,
2021,4681.0,FACULDADE CENTRO PAULISTANO,,Faculdade,Privada sem fins lucrativos,SP,1.0,1.0,2.477,0.0,0.0,0.0,0.0,2.477,3,
2021,4699.0,FACULDADE NOROESTE,FAN,Faculdade,Privada com fins lucrativos,GO,3.0,1.0,2.997,0.0,0.0,0.0,0.0,2.997,4,
2021,4700.0,FACULDADE NOVA ROMA,FNR,Faculdade,Privada com fins lucrativos,PE,6.0,1.0,2.164,0.0,0.0,0.0,0.0,2.164,3,
2021,4702.0,CENTRO UNIVERSITÁRIO BRASILEIRO,UNIBRA,Centro Universitário,Privada com fins lucrativos,PE,17.0,1.0,3.925,0.0,0.0,0.0,0.0,3.925,4,
2021,4714.0,Faculdade de Ensino Regional Alternativa,FERA,Faculdade,Privada com fins lucrativos,AL,2.0,1.0,1.932,0.0,0.0,0.0,0.0,1.932,2,
2021,4722.0,FACULDADES INTEGRADAS VIANNA JÚNIOR,FIVJ,Faculdade,Privada com fins lucrativos,MG,6.0,1.0,2.587,0.0,0.0,0.0,0.0,2.587,3,
2021,4724.0,FACULDADE DE CIÊNCIAS HUMANAS DO ESTADO DE SÃO PAULO,FACIC,Faculdade,Privada sem fins lucrativos,SP,5.0,1.0,2.767,0.0,0.0,0.0,0.0,2.767,3,
2021,4725.0,FACULDADE DE TECNOLOGIA EGÍDIO JOSÉ DA SILVA,FATEGIDIO,Faculdade,Privada com fins lucrativos,MG,1.0,1.0,2.132,0.0,0.0,0.0,0.0,2.132,3,
2021,4731.0,FACULDADE MESSIANICA,,Faculdade,Privada sem fins lucrativos,SP,4.0,1.0,2.926,0.0,0.0,0.0,0.0,2.926,3,
2021,4732.0,Faculdade de Tecnologia e Inovação Senac DF,,Faculdade,Privada sem fins lucrativos,DF,5.0,1.0,2.424,0.0,0.0,0.0,0.0,2.424,3,
2021,4742.0,Faculdade Uninassau Olinda - Nassau Olinda,,Faculdade,Privada sem fins lucrativos,PE,4.0,1.0,2.541,0.0,0.0,0.0,0.0,2.541,3,
2021,4747.0,FACULDADE REGIONAL DE RIACHÃO DO JACUÍPE,FARJ,Faculdade,Privada com fins lucrativos,BA,1.0,1.0,1.732,0.0,0.0,0.0,0.0,1.732,2,
2021,4751.0,CENTRO UNIVERSITÁRIO UNIFATECIE,UNIFATECIE,Centro Universitário,Privada com fins lucrativos,PR,8.0,1.0,2.823,0.0,0.0,0.0,0.0,2.823,3,
2021,4756.0,CENTRO UNIVERSITÁRIO MUNICIPAL DE SÃO JOSÉ,USJ,Centro Universitário,Pública Municipal,SC,4.0,1.0,2.4,0.0,0.0,0.0,0.0,2.4,3,
2021,4765.0,FACULDADE ALFA DE UMUARAMA,ALFA,Faculdade,Privada com fins lucrativos,PR,2.0,1.0,3.4,0.0,0.0,0.0,0.0,3.4,4,
2021,4766.0,Centro Universitário UNA de Contagem,,Centro Universitário,Privada com fins lucrativos,MG,21.0,1.0,3.05,0.0,0.0,0.0,0.0,3.05,4,
2021,4773.0,FACULDADE IBS,IBS,Faculdade,Privada com fins lucrativos,MG,2.0,1.0,2.04,0.0,0.0,0.0,0.0,2.04,3,
2021,4777.0,FACULDADE KENNEDY DE BELO HORIZONTE,FKBH,Faculdade,Privada com fins lucrativos,MG,3.0,1.0,3.62,0.0,0.0,0.0,0.0,3.62,4,
2021,4780.0,FACULDADE DE CIÊNCIAS DA SAÚDE DE UNAÍ,FACISA,Faculdade,Privada sem fins lucrativos,MG,3.0,1.0,2.19,0.0,0.0,0.0,0.0,2.19,3,
2021,4784.0,FACULDADE CDL,,Faculdade,Privada sem fins lucrativos,CE,7.0,1.0,2.869,0.0,0.0,0.0,0.0,2.869,3,
2021,4785.0,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,RO,14.0,0.958,2.519,0.041,4.159,0.0,0.0,2.587,3,
2021,4786.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",IFTO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,TO,21.0,0.983,2.462,0.016,4.0,0.0,0.0,2.487,3,
2021,4793.0,FACULDADES INTEGRADAS DE ITARARÉ,FAFIT-FACIC,Faculdade,Privada com fins lucrativos,SP,5.0,1.0,1.393,0.0,0.0,0.0,0.0,1.393,2,
2021,4810.0,FACULDADE ANTÔNIO MENEGHETTI,AMF,Faculdade,Privada com fins lucrativos,RS,4.0,1.0,3.031,0.0,0.0,0.0,0.0,3.031,4,
2021,4821.0,FACULDADE PROMINAS DE MONTES CLAROS,PROMINAS,Faculdade,Privada com fins lucrativos,MG,1.0,1.0,2.126,0.0,0.0,0.0,0.0,2.126,3,
2021,4826.0,FACULDADE ANHANGÜERA DE CAMPINAS,,Faculdade,Privada com fins lucrativos,SP,26.0,1.0,2.236,0.0,0.0,0.0,0.0,2.236,3,
2021,4836.0,FACULDADE DE EDUCAÇÃO  ACRIANA EUCLIDES DA CUNHA,INEC,Faculdade,Privada sem fins lucrativos,AC,1.0,1.0,1.623,0.0,0.0,0.0,0.0,1.623,2,
2021,4846.0,FACULDADE VÉRTICE,VÉRTICE,Faculdade,Privada com fins lucrativos,MG,8.0,1.0,1.949,0.0,0.0,0.0,0.0,1.949,3,
2021,4847.0,FACULDADE CATÓLICA DO RIO GRANDE DO NORTE,,Faculdade,Privada sem fins lucrativos,RN,1.0,1.0,3.99,0.0,0.0,0.0,0.0,3.99,5,
2021,4849.0,Centro Universitário Tocantinense Presidente Antônio Carlos,UNITPAC,Centro Universitário,Privada com fins lucrativos,TO,14.0,1.0,2.702,0.0,0.0,0.0,0.0,2.702,3,
2021,4858.0,ESCOLA SUPERIOR DE SAÚDE DE ARCOVERDE,ESSA,Faculdade,Pública Municipal,PE,3.0,1.0,1.824,0.0,0.0,0.0,0.0,1.824,2,
2021,4863.0,FACULDADE PITÁGORAS DE POÇOS DE CALDAS,,Faculdade,Privada com fins lucrativos,MG,10.0,1.0,2.519,0.0,0.0,0.0,0.0,2.519,3,
2021,4865.0,FACULDADE PITÁGORAS DE SÃO LUIZ,,Faculdade,Privada com fins lucrativos,MA,18.0,1.0,2.168,0.0,0.0,0.0,0.0,2.168,3,
2021,4867.0,FACULDADE PITÁGORAS DE GUARAPARI,,Faculdade,Privada com fins lucrativos,ES,4.0,1.0,2.515,0.0,0.0,0.0,0.0,2.515,3,
2021,4873.0,FACULDADE DE TECNOLOGIA DE TAUBATÉ,ETEP,Faculdade,Privada com fins lucrativos,SP,4.0,1.0,2.045,0.0,0.0,0.0,0.0,2.045,3,
2021,4878.0,FACULDADE ANHANGUERA DE ITAPECERICA DA SERRA,,Faculdade,Privada com fins lucrativos,SP,5.0,1.0,2.486,0.0,0.0,0.0,0.0,2.486,3,
2021,4889.0,FACULDADE CONECTADA FACONNECT,FACONNECT,Faculdade,Privada com fins lucrativos,SP,2.0,1.0,2.27,0.0,0.0,0.0,0.0,2.27,3,
2021,4901.0,Centro Universitário FASIPE,,Centro Universitário,Privada com fins lucrativos,MT,14.0,1.0,2.536,0.0,0.0,0.0,0.0,2.536,3,
2021,4902.0,FACULDADE BATISTA PIONEIRA,,Faculdade,Privada sem fins lucrativos,RS,1.0,1.0,3.876,0.0,0.0,0.0,0.0,3.876,4,
2021,4910.0,FACULDADE DO TRABALHO,FATRA,Faculdade,Privada com fins lucrativos,MG,3.0,1.0,1.691,0.0,0.0,0.0,0.0,1.691,2,
2021,4915.0,FACULDADE ESTÁCIO DE CASTANHAL,ESTÁCIO CASTANHAL,Faculdade,Privada com fins lucrativos,PA,5.0,1.0,2.433,0.0,0.0,0.0,0.0,2.433,3,
2021,4917.0,FACULDADE ANGLO,,Faculdade,Privada com fins lucrativos,SP,2.0,1.0,1.188,0.0,0.0,0.0,0.0,1.188,2,
2021,4922.0,FACULDADE INTEGRADA DAS CATARATAS,,Faculdade,Privada com fins lucrativos,PR,2.0,1.0,3.068,0.0,0.0,0.0,0.0,3.068,4,
2021,4925.0,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,Universidade,Pública Federal,SP,15.0,0.373,3.717,0.374,4.426,0.252,4.624,4.211,5,
2021,4926.0,FACULDADE DE TECNOLOGIA DE PRAIA GRANDE,FATECPG,Faculdade,Pública Estadual,SP,3.0,1.0,2.291,0.0,0.0,0.0,0.0,2.291,3,
2021,4938.0,FACULDADE CLARETIANA DE TEOLOGIA,,Faculdade,Privada sem fins lucrativos,PR,1.0,1.0,3.553,0.0,0.0,0.0,0.0,3.553,4,
2021,4943.0,STRONG BUSINESS SCHOOL BS,,Faculdade,Privada sem fins lucrativos,SP,1.0,1.0,3.889,0.0,0.0,0.0,0.0,3.889,4,
2021,4945.0,FACULDADE INTERNACIONAL DO DELTA,INTA,Faculdade,Privada com fins lucrativos,PI,2.0,1.0,1.889,0.0,0.0,0.0,0.0,1.889,2,
2021,4959.0,FACULDADE PITÁGORAS DE FEIRA DE SANTANA,,Faculdade,Privada com fins lucrativos,BA,3.0,1.0,2.303,0.0,0.0,0.0,0.0,2.303,3,
2021,4962.0,CENTRO UNIVERSITÁRIO DE SETE LAGOAS,UNIFEMM,Centro Universitário,Privada sem fins lucrativos,MG,14.0,0.99,2.755,0.009,4.0,0.0,0.0,2.766,3,
2021,4964.0,Centro Universitário de Ciências e Tecnologia do Maranhão,UniFacema,Centro Universitário,Privada com fins lucrativos,MA,10.0,1.0,2.857,0.0,0.0,0.0,0.0,2.857,3,
2021,4969.0,FACULDADE ITOP,ITOP,Faculdade,Privada com fins lucrativos,TO,4.0,1.0,2.455,0.0,0.0,0.0,0.0,2.455,3,
2021,4983.0,FACULDADE IBRA DE TECNOLOGIA,FACULDADE FITEC,Faculdade,Privada com fins lucrativos,SP,2.0,1.0,1.068,0.0,0.0,0.0,0.0,1.068,2,
2021,4992.0,FACULDADE DE TECNOLOGIA CENTEC - SERTÃO CENTRAL,FTC SERTÃO CENTRAL,Faculdade,Privada sem fins lucrativos,CE,1.0,1.0,2.716,0.0,0.0,0.0,0.0,2.716,3,
2021,4995.0,Faculdade Educamais,EDUCA+,Faculdade,Privada com fins lucrativos,SP,5.0,1.0,2.014,0.0,0.0,0.0,0.0,2.014,3,
2021,5013.0,CENTRO UNIVERSITÁRIO ESTADUAL DA ZONA OESTE,UEZO,Centro Universitário,Pública Estadual,RJ,6.0,0.864,3.107,0.135,4.0,0.0,0.0,3.228,4,
2021,5016.0,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO FERNANDO MOTA,FAETERJ-Rio,Faculdade,Pública Estadual,RJ,1.0,1.0,3.103,0.0,0.0,0.0,0.0,3.103,4,
2021,5018.0,INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSOR ALDO MUYLAERT,ISEPAM,Faculdade,Pública Estadual,RJ,1.0,1.0,1.988,0.0,0.0,0.0,0.0,1.988,3,
2021,5025.0,Faculdade Unina,,Faculdade,Privada com fins lucrativos,PR,3.0,1.0,2.392,0.0,0.0,0.0,0.0,2.392,3,
2021,5036.0,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,SC,33.0,0.966,3.233,0.033,4.0,0.0,0.0,3.258,4,
2021,5038.0,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE MARABÁ,FACIMAB,Faculdade,Privada com fins lucrativos,PA,2.0,1.0,1.43,0.0,0.0,0.0,0.0,1.43,2,
2021,5044.0,FACULDADE DE DIREITO DE GARANHUNS,FDG,FACULDADE,Pública Municipal,PE,1.0,1.0,2.125,0.0,0.0,0.0,0.0,2.125,3,
2021,5045.0,FACULDADE DE TECNOLOGIA PAULISTA,,Faculdade,Privada com fins lucrativos,SP,1.0,1.0,1.513,0.0,0.0,0.0,0.0,1.513,2,
2021,5046.0,FACULDADE POLIS DAS ARTES,,Faculdade,Privada sem fins lucrativos,SP,1.0,1.0,1.8,0.0,0.0,0.0,0.0,1.8,2,
2021,5048.0,FACULDADE DE TEOLOGIA DE SÃO PAULO DA IGREJA PRESBITERIANA INDEPENDENTE DO BRASIL,,Faculdade,Privada sem fins lucrativos,SP,1.0,1.0,4.145,0.0,0.0,0.0,0.0,4.145,5,
2021,5051.0,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,FAETERJ BJ ITABAPOAN,Faculdade,Pública Estadual,RJ,1.0,1.0,1.425,0.0,0.0,0.0,0.0,1.425,2,
2021,5052.0,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,FAETERJ TRÊS RIOS,Faculdade,Pública Estadual,RJ,1.0,1.0,3.13,0.0,0.0,0.0,0.0,3.13,4,
2021,5053.0,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO,FAETERJ PARACAMBI,Faculdade,Pública Estadual,RJ,2.0,1.0,2.636,0.0,0.0,0.0,0.0,2.636,3,
2021,5077.0,UNIVERSIDADE ESTADUAL DE RORAIMA,UERR,Universidade,Pública Estadual,RR,19.0,0.833,2.347,0.166,4.139,0.0,0.0,2.645,3,
2021,5105.0,FACULDADE INTERNACIONAL SIGNORELLI,,Faculdade,Privada com fins lucrativos,RJ,10.0,1.0,2.147,0.0,0.0,0.0,0.0,2.147,3,
2021,5107.0,FACULDADE SOGIPA DE EDUCAÇÃO FÍSICA,,Faculdade,Privada sem fins lucrativos,RS,1.0,1.0,2.688,0.0,0.0,0.0,0.0,2.688,3,
2021,5131.0,FACULDADE SENAC CAÇADOR,SENAC,Faculdade,Privada sem fins lucrativos,SC,3.0,1.0,1.91,0.0,0.0,0.0,0.0,1.91,2,
2021,5133.0,FACULDADE SENAC SÃO MIGUEL DO OESTE,,Faculdade,Privada sem fins lucrativos,SC,2.0,1.0,1.642,0.0,0.0,0.0,0.0,1.642,2,
2021,5215.0,CENTRO UNIVERSITÁRIO PADRE ALBINO,,Centro Universitário,Privada sem fins lucrativos,SP,8.0,1.0,3.332,0.0,0.0,0.0,0.0,3.332,4,
2021,5217.0,FACULDADES INTEGRADAS PAULISTA,FIP,Faculdade,Privada com fins lucrativos,SP,1.0,1.0,2.431,0.0,0.0,0.0,0.0,2.431,3,
2021,5228.0,FACULDADE RAIMUNDO MARINHO,FRM,Faculdade,Privada sem fins lucrativos,AL,5.0,1.0,1.6,0.0,0.0,0.0,0.0,1.6,2,
2021,5242.0,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,UNEAL,Universidade,Pública Estadual,AL,33.0,0.991,2.173,0.008,4.0,0.0,0.0,2.189,3,
2021,5276.0,Faculdade Doctum de Carangola,DOCTUM,Faculdade,Privada sem fins lucrativos,MG,1.0,1.0,2.973,0.0,0.0,0.0,0.0,2.973,4,
2021,5277.0,FACULDADE FORTIUM,,Faculdade,Privada com fins lucrativos,DF,5.0,1.0,2.79,0.0,0.0,0.0,0.0,2.79,3,
2021,5285.0,FACULDADES INTEGRADAS DE TAQUARA,FACCAT,Faculdade,Privada sem fins lucrativos,RS,13.0,0.99,2.993,0.009,4.0,0.0,0.0,3.003,4,
2021,5288.0,FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO,,Faculdade,Privada com fins lucrativos,SP,9.0,1.0,2.518,0.0,0.0,0.0,0.0,2.518,3,
2021,5290.0,FACULDADE ANHANGUERA DE CIÊNCIAS E TECNOLOGIA DE BRASÍLIA,,Faculdade,Privada com fins lucrativos,DF,3.0,1.0,2.094,0.0,0.0,0.0,0.0,2.094,3,
2021,5303.0,FACULDADE ANHANGÜERA DE DOURADOS,,Faculdade,Privada com fins lucrativos,MS,6.0,1.0,1.957,0.0,0.0,0.0,0.0,1.957,3,
2021,5312.0,Centro Universitário UNIFAAT,UNIFAAT,Centro Universitário,Privada com fins lucrativos,SP,15.0,1.0,2.924,0.0,0.0,0.0,0.0,2.924,3,
2021,5313.0,Faculdades Unificadas de Cataguases,FUC,Faculdade,Privada sem fins lucrativos,MG,1.0,1.0,2.874,0.0,0.0,0.0,0.0,2.874,3,
2021,5314.0,Faculdades Doctum de Guarapari,DOCTUM,Faculdade,Privada sem fins lucrativos,ES,2.0,1.0,3.104,0.0,0.0,0.0,0.0,3.104,4,
2021,5315.0,Faculdades Unificadas de Iúna,FUI,Faculdade,Privada sem fins lucrativos,ES,2.0,1.0,3.037,0.0,0.0,0.0,0.0,3.037,4,
2021,5316.0,Faculdades Unificadas de Leopoldina,FUL,Faculdade,Privada sem fins lucrativos,MG,2.0,1.0,3.3,0.0,0.0,0.0,0.0,3.3,4,
2021,5318.0,FACULDADE GUILHERME GUIMBALA,FGG,Faculdade,Privada sem fins lucrativos,SC,4.0,1.0,1.564,0.0,0.0,0.0,0.0,1.564,2,
2021,5322.0,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Universidade,Pública Federal,RS,40.0,0.854,3.172,0.109,4.21,0.035,4.5,3.333,4,
2021,5362.0,Faculdade UNIRB - ARACAJU,,Faculdade,Privada com fins lucrativos,SE,4.0,1.0,2.399,0.0,0.0,0.0,0.0,2.399,3,
2021,5369.0,FACULDADES INTEGRADAS ASMEC,ASMEC,Faculdade,Privada com fins lucrativos,MG,8.0,1.0,2.495,0.0,0.0,0.0,0.0,2.495,3,
2021,5370.0,Centro Universitário Doctum de Teófilo Otoni,UNIDOCTUM,Centro Universitário,Privada sem fins lucrativos,MG,11.0,1.0,2.907,0.0,0.0,0.0,0.0,2.907,3,
2021,5387.0,FACULDADE IMPACTA,IMPACTA,Faculdade,Privada sem fins lucrativos,SP,6.0,1.0,2.027,0.0,0.0,0.0,0.0,2.027,3,
2021,5394.0,INSTITUTO DE ENSINO SUPERIOR INTEGRADO-IESI,FENORD,Faculdade,Privada sem fins lucrativos,MG,1.0,1.0,3.04,0.0,0.0,0.0,0.0,3.04,4,
